Area,City,Location,LocationFlag,Month,Region,Year
Metro Vancouver,SURREY,120 ST & NORDEL WAY,Intersection,AUGUST,Lower Mainland,2012
Metro Vancouver,SURREY,140 ST & FRASER HWY,Intersection,AUGUST,Lower Mainland,2012
Metro Vancouver,SURREY,98 AVE & FRASER HWY & KING GEORGE BLVD,Intersection,AUGUST,Lower Mainland,2012
Metro Vancouver,SURREY,104 AVE & 132 ST,Intersection,AUGUST,Lower Mainland,2012
Metro Vancouver,SURREY,140 ST & 72 AVE,Intersection,DECEMBER,Lower Mainland,2012
Metro Vancouver,SURREY,127 ST & 76 AVE,Intersection,DECEMBER,Lower Mainland,2012
Metro Vancouver,SURREY,104 AVE & WHALLEY BLVD,Intersection,DECEMBER,Lower Mainland,2012
Metro Vancouver,SURREY,156 ST & 24 AVE,Intersection,FEBRUARY,Lower Mainland,2012
Metro Vancouver,SURREY,152 ST & 40 AVE,Intersection,FEBRUARY,Lower Mainland,2012
Metro Vancouver,SURREY,84 AVE & KING GEORGE BLVD,Intersection,FEBRUARY,Lower Mainland,2012
Metro Vancouver,SURREY,112A AVE & 126A ST,Intersection,FEBRUARY,Lower Mainland,2012
Metro Vancouver,SURREY,122A ST & 123 ST & 84 AVE,Intersection,JANUARY,Lower Mainland,2012
Metro Vancouver,SURREY,112B AVE & 132 ST,Intersection,JANUARY,Lower Mainland,2012
Metro Vancouver,SURREY,157 ST & LEE ST & NORTH BLUFF RD,Intersection,JULY,Lower Mainland,2012
Metro Vancouver,SURREY,177B ST & 60 AVE,Intersection,JULY,Lower Mainland,2012
Metro Vancouver,SURREY,128 ST & 80 AVE,Intersection,JULY,Lower Mainland,2012
Metro Vancouver,SURREY,84 AVE & KING GEORGE BLVD,Intersection,JULY,Lower Mainland,2012
Metro Vancouver,SURREY,134 ST & 84 AVE,Intersection,JULY,Lower Mainland,2012
Metro Vancouver,SURREY,152 ST & 91A AVE,Intersection,JULY,Lower Mainland,2012
Metro Vancouver,SURREY,138 ST & 92 AVE,Intersection,JULY,Lower Mainland,2012
Metro Vancouver,SURREY,156 ST & 96 AVE,Intersection,JULY,Lower Mainland,2012
Metro Vancouver,SURREY,100 AVE & 123A ST,Intersection,JULY,Lower Mainland,2012
Metro Vancouver,SURREY,16 AVE & KING GEORGE BLVD,Intersection,JUNE,Lower Mainland,2012
Metro Vancouver,SURREY,132 ST & 64 AVE,Intersection,JUNE,Lower Mainland,2012
Metro Vancouver,SURREY,144 ST & 72 AVE,Intersection,JUNE,Lower Mainland,2012
Metro Vancouver,SURREY,130 ST & 86 AVE,Intersection,JUNE,Lower Mainland,2012
Metro Vancouver,SURREY,88 AVE & HARVIE RD,Intersection,JUNE,Lower Mainland,2012
Metro Vancouver,SURREY,160 ST & 93A AVE,Intersection,JUNE,Lower Mainland,2012
Metro Vancouver,SURREY,100 AVE & 160 ST,Intersection,JUNE,Lower Mainland,2012
Metro Vancouver,SURREY,140 ST & 84 AVE,Intersection,MARCH,Lower Mainland,2012
Metro Vancouver,SURREY,179 ST & 60 AVE,Intersection,MAY,Lower Mainland,2012
Metro Vancouver,SURREY,172 ST & 61A AVE,Intersection,MAY,Lower Mainland,2012
Metro Vancouver,SURREY,121 ST & 64 AVE,Intersection,MAY,Lower Mainland,2012
Metro Vancouver,SURREY,132 ST & 84 AVE,Intersection,MAY,Lower Mainland,2012
Metro Vancouver,SURREY,134 ST & 96 AVE,Intersection,MAY,Lower Mainland,2012
Metro Vancouver,SURREY,100 AVE & 150 ST,Intersection,MAY,Lower Mainland,2012
Metro Vancouver,SURREY,100 AVE & KING GEORGE BLVD,Intersection,MAY,Lower Mainland,2012
Metro Vancouver,SURREY,104 AVE & 152 ST,Intersection,MAY,Lower Mainland,2012
Metro Vancouver,SURREY,62 AVE & KING GEORGE BLVD & TURNING LANE,Intersection,NOVEMBER,Lower Mainland,2012
Metro Vancouver,SURREY,72 AVE & KING GEORGE BLVD,Intersection,NOVEMBER,Lower Mainland,2012
Metro Vancouver,SURREY,192 ST & 80 AVE,Intersection,NOVEMBER,Lower Mainland,2012
Metro Vancouver,SURREY,144 ST & 84 AVE,Intersection,NOVEMBER,Lower Mainland,2012
Metro Vancouver,SURREY,84 AVE & FRASER HWY,Intersection,NOVEMBER,Lower Mainland,2012
Metro Vancouver,SURREY,148 ST & 20 AVE,Intersection,OCTOBER,Lower Mainland,2012
Metro Vancouver,SURREY,142 ST & 24 AVE,Intersection,OCTOBER,Lower Mainland,2012
Metro Vancouver,SURREY,128 ST & 82 AVE,Intersection,OCTOBER,Lower Mainland,2012
Metro Vancouver,SURREY,158 ST & 84 AVE & VENTURE WAY,Intersection,OCTOBER,Lower Mainland,2012
Metro Vancouver,SURREY,160 ST & FRASER HWY,Intersection,OCTOBER,Lower Mainland,2012
Metro Vancouver,SURREY,132 ST & 86 AVE,Intersection,OCTOBER,Lower Mainland,2012
Metro Vancouver,SURREY,172 ST & 96 AVE,Intersection,OCTOBER,Lower Mainland,2012
Metro Vancouver,SURREY,97A AVE & KING GEORGE BLVD,Intersection,OCTOBER,Lower Mainland,2012
Metro Vancouver,SURREY,120 ST & 70 AVE,Intersection,SEPTEMBER,Lower Mainland,2012
Metro Vancouver,SURREY,132 ST & 70B AVE,Intersection,SEPTEMBER,Lower Mainland,2012
Metro Vancouver,SURREY,128 ST & 72 AVE,Intersection,SEPTEMBER,Lower Mainland,2012
Metro Vancouver,SURREY,84 AVE & FRASER HWY,Intersection,SEPTEMBER,Lower Mainland,2012
Metro Vancouver,SURREY,127 ST & 96 AVE,Intersection,SEPTEMBER,Lower Mainland,2012
Metro Vancouver,SURREY,100 AVE & 132 ST,Intersection,SEPTEMBER,Lower Mainland,2012
Metro Vancouver,SURREY,104 AVE & 168 ST,Intersection,SEPTEMBER,Lower Mainland,2012
Metro Vancouver,SURREY,108 AVE & 140 ST,Intersection,SEPTEMBER,Lower Mainland,2012
Metro Vancouver,SURREY,148 ST & 24 AVE,Intersection,APRIL,Lower Mainland,2013
Metro Vancouver,SURREY,176 ST & 26 AVE,Intersection,APRIL,Lower Mainland,2013
Metro Vancouver,SURREY,132 ST & 60 AVE,Intersection,APRIL,Lower Mainland,2013
Metro Vancouver,SURREY,76 AVE & ANVIL WAY,Intersection,APRIL,Lower Mainland,2013
Metro Vancouver,SURREY,132 ST & 96 AVE,Intersection,APRIL,Lower Mainland,2013
Metro Vancouver,SURREY,104 AVE & KING GEORGE BLVD,Intersection,APRIL,Lower Mainland,2013
Metro Vancouver,SURREY,LANCASTER ST & NORTH BLUFF RD,Intersection,AUGUST,Lower Mainland,2013
Metro Vancouver,SURREY,160 ST & 24 AVE,Intersection,AUGUST,Lower Mainland,2013
Metro Vancouver,SURREY,176 ST & 64 AVE,Intersection,AUGUST,Lower Mainland,2013
Metro Vancouver,SURREY,127A ST & 64 AVE,Intersection,AUGUST,Lower Mainland,2013
Metro Vancouver,SURREY,168 ST & FRASER HWY & TURNING LANE,Intersection,AUGUST,Lower Mainland,2013
Metro Vancouver,SURREY,120 ST & NORDEL WAY,Intersection,AUGUST,Lower Mainland,2013
Metro Vancouver,SURREY,127 ST & 92 AVE,Intersection,AUGUST,Lower Mainland,2013
Metro Vancouver,SURREY,176 ST & 96 AVE & GOLDEN EARS WAY & TURNING LANE,Intersection,AUGUST,Lower Mainland,2013
Metro Vancouver,SURREY,132 ST & 98 AVE,Intersection,AUGUST,Lower Mainland,2013
Metro Vancouver,SURREY,100 AVE & WHALLEY BLVD,Intersection,AUGUST,Lower Mainland,2013
Metro Vancouver,SURREY,120 ST & 64 AVE,Intersection,DECEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,72 AVE & KING GEORGE BLVD,Intersection,DECEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,144 ST & 72 AVE,Intersection,DECEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,168 ST & FRASER HWY & TURNING LANE,Intersection,DECEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,160 ST & 24 AVE,Intersection,FEBRUARY,Lower Mainland,2013
Metro Vancouver,SURREY,64 AVE & KING GEORGE BLVD & TURNING LANE,Intersection,FEBRUARY,Lower Mainland,2013
Metro Vancouver,SURREY,76 AVE & KING GEORGE BLVD,Intersection,FEBRUARY,Lower Mainland,2013
Metro Vancouver,SURREY,128 ST & 80 AVE,Intersection,FEBRUARY,Lower Mainland,2013
Metro Vancouver,SURREY,132 ST & 89 AVE,Intersection,FEBRUARY,Lower Mainland,2013
Metro Vancouver,SURREY,FLEETWOOD WAY & FRASER HWY,Intersection,FEBRUARY,Lower Mainland,2013
Metro Vancouver,SURREY,OLD YALE RD & UNIVERSITY DR,Intersection,FEBRUARY,Lower Mainland,2013
Metro Vancouver,SURREY,168 ST & 40 AVE,Intersection,JANUARY,Lower Mainland,2013
Metro Vancouver,SURREY,152 ST & 86 AVE,Intersection,JANUARY,Lower Mainland,2013
Metro Vancouver,SURREY,103 AVE & 132 ST,Intersection,JANUARY,Lower Mainland,2013
Metro Vancouver,SURREY,104A AVE & KING GEORGE BLVD,Intersection,JANUARY,Lower Mainland,2013
Metro Vancouver,SURREY,129 ST & 16 AVE,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,SURREY,160 ST & 88A AVE,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,SURREY,128 ST & 98 AVE,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,SURREY,100 AVE & 152 ST,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,SURREY,102 AVE & KING GEORGE BLVD,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,SURREY,OLD YALE RD & SCOTT RD & TURNING LANE,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,SURREY,128 ST & KING GEORGE BLVD,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,SURREY,152 ST & 16 AVE & JOHNSTON RD & NORTH BLUFF RD,Intersection,JUNE,Lower Mainland,2013
Metro Vancouver,SURREY,128 ST & 65 AVE,Intersection,JUNE,Lower Mainland,2013
Metro Vancouver,SURREY,72 AVE & KING GEORGE BLVD,Intersection,JUNE,Lower Mainland,2013
Metro Vancouver,SURREY,148 ST & 72 AVE,Intersection,JUNE,Lower Mainland,2013
Metro Vancouver,SURREY,140 ST & 77 AVE,Intersection,JUNE,Lower Mainland,2013
Metro Vancouver,SURREY,136 ST & MARINE DR,Intersection,MARCH,Lower Mainland,2013
Metro Vancouver,SURREY,156 ST & 20 AVE,Intersection,MARCH,Lower Mainland,2013
Metro Vancouver,SURREY,194A ST & 60 AVE & ENTERPRISE WAY,Intersection,MARCH,Lower Mainland,2013
Metro Vancouver,SURREY,146 ST & 64 AVE,Intersection,MARCH,Lower Mainland,2013
Metro Vancouver,SURREY,144 ST & 68 AVE,Intersection,MARCH,Lower Mainland,2013
Metro Vancouver,SURREY,128 ST & 80 AVE,Intersection,MARCH,Lower Mainland,2013
Metro Vancouver,SURREY,132 ST & 98 AVE,Intersection,MARCH,Lower Mainland,2013
Metro Vancouver,SURREY,115A AVE & 128 ST,Intersection,MARCH,Lower Mainland,2013
Metro Vancouver,SURREY,152 ST & 24 AVE,Intersection,MAY,Lower Mainland,2013
Metro Vancouver,SURREY,196 ST & FRASER HWY & WILLOWBROOK DR & TURNING LANE,Intersection,MAY,Lower Mainland,2013
Metro Vancouver,SURREY,137A ST & 138 ST & 68 AVE & HYLAND RD,Intersection,MAY,Lower Mainland,2013
Metro Vancouver,SURREY,132 ST & 72 AVE,Intersection,MAY,Lower Mainland,2013
Metro Vancouver,SURREY,75 AVE & 76 AVE,Intersection,MAY,Lower Mainland,2013
Metro Vancouver,SURREY,128 ST & 82 AVE,Intersection,MAY,Lower Mainland,2013
Metro Vancouver,SURREY,132 ST & 97 AVE,Intersection,MAY,Lower Mainland,2013
Metro Vancouver,SURREY,104 AVE & 160 ST,Intersection,MAY,Lower Mainland,2013
Metro Vancouver,SURREY,152 ST & FRASER HWY,Intersection,NOVEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,176 ST & 96 AVE & GOLDEN EARS WAY & TURNING LANE,Intersection,NOVEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,98 AVE & FRASER HWY & KING GEORGE BLVD,Intersection,NOVEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,102 AVE & KING GEORGE BLVD,Intersection,NOVEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,16 AVE & MARTIN DR & MARTIN ST & NORTH BLUFF RD,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,SURREY,32 AVE & KING GEORGE BLVD,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,SURREY,177B ST & 56 AVE & MALL ACCESS,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,SURREY,196 ST & 64 AVE,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,SURREY,124 ST & 64 AVE,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,SURREY,68 AVE & KING GEORGE BLVD & TURNING LANE,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,SURREY,84 AVE & KING GEORGE BLVD,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,SURREY,156 ST & 84 AVE,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,SURREY,140 ST & 84 AVE,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,SURREY,161 ST & 96 AVE,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,SURREY,103 AVE & 160 ST,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,SURREY,104 AVE & 152 ST,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,SURREY,108 AVE & UNIVERSITY DR,Intersection,OCTOBER,Lower Mainland,2013
Metro Vancouver,SURREY,8 AVE & 8 AVE OFFRAMP & 8 AVE ONRAMP & HWY 99,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,168 ST & 64 AVE,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,124 ST & 70 AVE,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,168 ST & GREENWAY DR,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,128 ST & 86 AVE,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,168 ST & 86 AVE,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,88 AVE & HARVIE RD,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,160 ST & 96 AVE,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,126 ST & 96 AVE,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,104 AVE & 164A ST,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,108 AVE & 139 ST,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,approx 6224 134 ST,Road Segment,AUGUST,Lower Mainland,2009
Metro Vancouver,SURREY,approx 13900 BLK HANSEN RD,Road Segment,JULY,Lower Mainland,2009
Metro Vancouver,SURREY,approx 15621 MARINE DR,Road Segment,MAY,Lower Mainland,2009
Metro Vancouver,SURREY,approx 5850 177B ST,Road Segment,FEBRUARY,Lower Mainland,2010
Metro Vancouver,SURREY,approx 12500 BLK 110 AVE,Road Segment,JULY,Lower Mainland,2010
Metro Vancouver,SURREY,approx 14357 104 AVE,Road Segment,MARCH,Lower Mainland,2010
Metro Vancouver,SURREY,approx 7525 140 ST,Road Segment,NOVEMBER,Lower Mainland,2010
Metro Vancouver,SURREY,approx 8024 120 ST,Road Segment,DECEMBER,Lower Mainland,2011
Metro Vancouver,SURREY,approx 9071 141A ST,Road Segment,MARCH,Lower Mainland,2011
Metro Vancouver,SURREY,approx 19358 96 AVE,Road Segment,OCTOBER,Lower Mainland,2011
Metro Vancouver,SURREY,approx 13623 60A AVE,Road Segment,AUGUST,Lower Mainland,2012
Metro Vancouver,SURREY,approx 17800 BLK FRASER HWY,Road Segment,JULY,Lower Mainland,2012
Metro Vancouver,SURREY,approx 9400 BLK 128 ST,Road Segment,APRIL,Lower Mainland,2013
Metro Vancouver,SURREY,approx 13819 108 AVE,Road Segment,APRIL,Lower Mainland,2013
Metro Vancouver,SURREY,approx 12689 72 AVE,Road Segment,AUGUST,Lower Mainland,2013
Metro Vancouver,SURREY,approx 8744 144 ST,Road Segment,JULY,Lower Mainland,2013
Metro Vancouver,SURREY,approx 15266 111A AVE,Road Segment,JUNE,Lower Mainland,2013
Metro Vancouver,SURREY,approx 9865 140 ST,Road Segment,MARCH,Lower Mainland,2013
Metro Vancouver,SURREY,approx 17874 57A AVE,Road Segment,MAY,Lower Mainland,2013
Metro Vancouver,SURREY,approx 8220 KING GEORGE BLVD,Road Segment,MAY,Lower Mainland,2013
Metro Vancouver,SURREY,approx 15875 20 AVE,Road Segment,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,SURREY,approx 15820 FRASER HWY,Road Segment,SEPTEMBER,Lower Mainland,2013
,TERRACE,EMERSON ST & LAKELSE AVE,Intersection,AUGUST,North Central,2009
,TERRACE,EBY ST & LAZELLE AVE,Intersection,SEPTEMBER,North Central,2009
,TERRACE,KALUM ST & SCOTT AVE,Intersection,JULY,North Central,2011
,TERRACE,LAZELLE AVE & UNNAMED LANE,Intersection,MAY,North Central,2011
,TERRACE,LAKELSE AVE & SPARKS ST,Intersection,SEPTEMBER,North Central,2011
,TERRACE,HWY 16 W & MALL ACCESS & TURNING LANE & UNSIGNED,Intersection,JULY,North Central,2013
,TERRACE,approx 3404 KALUM ST,Road Segment,MAY,North Central,2013
,THORNHILL,ALDER AVE & HEMLOCK ST,Intersection,SEPTEMBER,North Central,2010
,TOFINO,CAMPBELL ST & LONE CONE RD,Intersection,SEPTEMBER,Vancouver Island,2009
,TOFINO,ABRAHAM DR & MACKENZIE BEACH RD & PACIFIC RIM HWY,Intersection,SEPTEMBER,Vancouver Island,2012
,TRAIL,BAILEY ST & BAY AVE & VICTORIA ST,Intersection,SEPTEMBER,Southern Interior,2009
,TRAIL,BAILEY ST & SECOND AVE,Intersection,OCTOBER,Southern Interior,2011
,TRAIL,RAILWAY LANE & ROSSLAND AVE,Intersection,SEPTEMBER,Southern Interior,2011
,TRAIL,CEDAR AVE & VICTORIA ST,Intersection,MAY,Southern Interior,2012
,TRAIL,BINNS ST & RESERVOIR RD,Intersection,JUNE,Southern Interior,2013
,TRAIL,DEVITO DR & HWY 3B,Intersection,MAY,Southern Interior,2013
Metro Vancouver,UBC,DISCOVERY ST & IMPERIAL RD & W 16TH AVE,Intersection,JUNE,Lower Mainland,2009
Metro Vancouver,UBC,BLANCA ST & W 16TH AVE,Intersection,MAY,Lower Mainland,2009
Metro Vancouver,UBC,BLANCA LOOP & BLANCA ST & W 9TH AVE,Intersection,FEBRUARY,Lower Mainland,2010
Metro Vancouver,UBC,AGRONOMY RD & LOWER MALL,Intersection,JULY,Lower Mainland,2010
Metro Vancouver,UBC,ALLISON RD & UNIVERSITY BLVD,Intersection,JUNE,Lower Mainland,2010
Metro Vancouver,UBC,CHANCELLOR BLVD & EAST MALL & IONA DR & NW MARINE DR,Intersection,JUNE,Lower Mainland,2010
Metro Vancouver,UBC,ACADIA RD & DALHOUSIE RD & KINGS RD & UNIVERSITY BLVD,Intersection,OCTOBER,Lower Mainland,2010
Metro Vancouver,UBC,UNIVERSITY BLVD & WESBROOK MALL & TURNING LANE,Intersection,APRIL,Lower Mainland,2011
Metro Vancouver,UBC,DISCOVERY ST & IMPERIAL RD & W 16TH AVE,Intersection,DECEMBER,Lower Mainland,2011
Metro Vancouver,UBC,ACADIA RD & DALHOUSIE RD & KINGS RD & UNIVERSITY BLVD,Intersection,FEBRUARY,Lower Mainland,2011
Metro Vancouver,UBC,ALLISON RD & DALHOUSIE RD,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,UBC,CHANCELLOR BLVD & EAST MALL & IONA DR & NW MARINE DR,Intersection,JULY,Lower Mainland,2011
Metro Vancouver,UBC,CAMOSUN ST & W 35TH AVE,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,UBC,W 16TH AVE & WESBROOK MALL,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,UBC,BLANCA ST & UNIVERSITY BLVD & W 10TH AVE,Intersection,JUNE,Lower Mainland,2011
Metro Vancouver,UBC,CAMOSUN ST & W 29TH AVE,Intersection,MARCH,Lower Mainland,2011
Metro Vancouver,UBC,UNIVERSITY BLVD & WEST MALL,Intersection,MARCH,Lower Mainland,2011
Metro Vancouver,UBC,UNIVERSITY BLVD & WESBROOK MALL & TURNING LANE,Intersection,NOVEMBER,Lower Mainland,2011
Metro Vancouver,UBC,SW MARINE DR & STADIUM RD & TURNING LANE,Intersection,APRIL,Lower Mainland,2012
Metro Vancouver,UBC,DISCOVERY ST & IMPERIAL RD & W 16TH AVE,Intersection,APRIL,Lower Mainland,2012
Metro Vancouver,UBC,UNIVERSITY BLVD & WESTERN PKY,Intersection,MAY,Lower Mainland,2012
Metro Vancouver,UBC,AGRONOMY RD & WESBROOK MALL,Intersection,OCTOBER,Lower Mainland,2012
Metro Vancouver,UBC,DISCOVERY ST & IMPERIAL RD & W 16TH AVE,Intersection,APRIL,Lower Mainland,2013
Metro Vancouver,UBC,THUNDERBIRD BLVD & WESBROOK MALL,Intersection,DECEMBER,Lower Mainland,2013
Metro Vancouver,UBC,DISCOVERY ST & IMPERIAL RD & W 16TH AVE,Intersection,FEBRUARY,Lower Mainland,2013
Metro Vancouver,UBC,UNIVERSITY BLVD & WESTERN PKY,Intersection,FEBRUARY,Lower Mainland,2013
Metro Vancouver,UBC,BLANCA ST & UNIVERSITY BLVD & W 10TH AVE,Intersection,JULY,Lower Mainland,2013
Metro Vancouver,UBC,AGRONOMY RD & MAIN MALL,Intersection,SEPTEMBER,Lower Mainland,2013
Metro Vancouver,UBC,approx 2300 BLK EAST MALL,Road Segment,SEPTEMBER,Lower Mainland,2010
Metro Vancouver,VANCOUVER,E 60TH AVE & ONTARIO ST & W 60TH AVE,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,E 59TH AVE & ONTARIO ST & W 59TH AVE,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,BOUNDARY RD & E 49TH AVE & IMPERIAL ST,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,E 49TH AVE & NANAIMO ST,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,MACKENZIE ST & W 41ST AVE,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,E 32ND AVE & GLADSTONE ST,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,E 16TH AVE & WATSON ST,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,MAPLE ST & W 16TH AVE,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,CARNARVON ST & W 15TH AVE,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,E 10TH AVE & MAIN ST,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,OAK ST & W 10TH AVE,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,COLUMBIA ST & W BROADWAY,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,W 8TH AVE & W BROADWAY & WALLACE CRES,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,MANITOBA ST & W 2ND AVE,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,BURRARD ST & W 1ST AVE,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,ARBUTUS ST & CORNWALL AVE,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,QUEBEC ST & TERMINAL AVE,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,JACKSON AVE & UNION ST,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,MAIN ST & MAIN ST ONRAMP & UNION ST,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,BURRARD ST & COMOX ST,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,BURRARD ST & ROBSON ST,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,NANAIMO ST & TRIUMPH ST,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,BURRARD ST & DUNSMUIR ST,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,THURLOW ST & W PENDER ST,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,ALBERNI ST & DENMAN ST,Intersection,APRIL,Lower Mainland,2009
Metro Vancouver,VANCOUVER,GRANVILLE ST & MILTON ST & SW MARINE DR,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,VANCOUVER,OAK ST & W 70TH AVE,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,VANCOUVER,E 41ST AVE & KERR ST,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,VANCOUVER,E 33RD AVE & INVERNESS ST,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,VANCOUVER,E 33RD AVE & WINDSOR ST,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,VANCOUVER,E 32ND AVE & GLADSTONE ST,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,VANCOUVER,MARGUERITE ST & W 28TH AVE,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,VANCOUVER,KINGSWAY & KNIGHT ST,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,VANCOUVER,E 15TH AVE & ONTARIO ST & W 15TH AVE,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,VANCOUVER,E 13TH AVE & WOODLAND DR,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,VANCOUVER,E 10TH AVE & FRASER ST,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,VANCOUVER,E 10TH AVE & MAIN ST,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,VANCOUVER,E 8TH AVE & KINGSWAY,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,VANCOUVER,BAYSWATER ST & W 8TH AVE,Intersection,AUGUST,Lower Mainland,2009
Metro Vancouver,VANCOUVER,BLENHEIM ST & W 8TH AVE,Intersection,AUGUST,Lower Mainland,2009
